"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"RER12",3.01535755449887e-16,0.417687819024881,0.911,0.453,1.77514099233349e-11,"23","RER1"
"CMTM68",3.19077163081472e-16,0.29268987128435,0.901,0.413,1.87840725906063e-11,"23","CMTM6"
"ACTR28",3.23388193236052e-16,0.661848300354807,0.96,0.615,1.90378629358064e-11,"23","ACTR2"
"SRSF48",3.41491425724199e-16,0.447187407306976,0.921,0.507,2.01036002323836e-11,"23","SRSF4"
"C19orf241",3.5122383476237e-16,0.286691771232516,0.802,0.354,2.06765471524607e-11,"23","C19orf24"
"RAB107",3.63240959843155e-16,0.282959675256435,0.901,0.406,2.13839953059665e-11,"23","RAB10"
"PSMD124",3.64436491068299e-16,0.344981028509947,0.802,0.35,2.14543762291908e-11,"23","PSMD12"
"SLFN134",3.82351373879679e-16,0.270629576537661,0.564,0.208,2.25090253802967e-11,"23","SLFN13"
"SPI14",4.22962139733889e-16,0.422528029245403,0.406,0.109,2.48997811661341e-11,"23","SPI1"
"ACIN17",4.46041882185778e-16,0.303937601354905,0.871,0.384,2.62584856042767e-11,"23","ACIN1"
"IDO1",4.63900909395226e-16,0.342721388894604,0.139,0.013,2.7309846536097e-11,"23","IDO1"
"RBMX7",4.65611347290997e-16,0.458530775224323,0.96,0.574,2.7410540015021e-11,"23","RBMX"
"HLA-DQA12",4.72338060267071e-16,0.681461122333224,0.406,0.135,2.78065416079225e-11,"23","HLA-DQA1"
"CALM26",5.73574814642989e-16,0.620319155985018,0.97,0.805,3.37663493380328e-11,"23","CALM2"
"TBL1XR18",5.81534236672661e-16,0.355645964156041,0.891,0.449,3.42349205129195e-11,"23","TBL1XR1"
"USP225",5.86601368644848e-16,0.261117336874305,0.802,0.322,3.45332225721222e-11,"23","USP22"
"CDC373",5.93331278934101e-16,0.385053694793432,0.901,0.455,3.49294123908505e-11,"23","CDC37"
"COPE4",6.33497846253789e-16,0.55069165548606,0.97,0.608,3.72940182089606e-11,"23","COPE"
"SRP721",6.8350767905376e-16,0.459654896926851,0.861,0.456,4.02380970658948e-11,"23","SRP72"
"DUS1L",6.98440984273419e-16,0.254554634707006,0.802,0.329,4.11172207441762e-11,"23","DUS1L"
"TXNL12",7.25005430402722e-16,0.337790797506549,0.871,0.4,4.26810696878082e-11,"23","TXNL1"
"RIPK25",7.40205553538777e-16,0.270273269317443,0.554,0.177,4.35759009368278e-11,"23","RIPK2"
"DBNL5",8.37574063906306e-16,0.323906922665253,0.782,0.332,4.93079851421642e-11,"23","DBNL"
"RNF1812",8.5883792739759e-16,0.263324504417359,0.832,0.369,5.05597887858961e-11,"23","RNF181"
"RPLP06",8.95218165645282e-16,0.638541206208745,0.98,0.964,5.27014934115377e-11,"23","RPLP0"
"PTBP310",9.16278687174936e-16,0.324460468010129,0.901,0.426,5.39413263139885e-11,"23","PTBP3"
"BAG15",9.46581275069255e-16,0.354977780450501,0.911,0.434,5.5725239663327e-11,"23","BAG1"
"YWHAZ12",9.74647294329613e-16,0.531764925632686,0.98,0.705,5.73774862171843e-11,"23","YWHAZ"
"POLE43",9.95917869764551e-16,0.260422807018069,0.772,0.317,5.86296849930391e-11,"23","POLE4"
"CTDNEP13",1.18784458210996e-15,0.266381432674514,0.871,0.399,6.99284105488135e-11,"23","CTDNEP1"
"GTF3A6",1.47209846029125e-15,0.611440321565982,0.931,0.529,8.6662436357346e-11,"23","GTF3A"
"HNRNPA07",1.48683139944779e-15,0.40845507927174,0.95,0.496,8.75297644854917e-11,"23","HNRNPA0"
"ARHGDIB8",1.49735007836353e-15,0.816403203545108,0.901,0.532,8.81489991132609e-11,"23","ARHGDIB"
"SPN4",1.5964069895774e-15,0.331761550573683,0.386,0.099,9.39804794764215e-11,"23","SPN"
"LAMTOR23",1.6750712980122e-15,0.316781501825495,0.851,0.384,9.8611447313978e-11,"23","LAMTOR2"
"TBCA3",1.71884267481793e-15,0.543017567195752,0.941,0.573,1.01188268266531e-10,"23","TBCA"
"SREK19",1.74414470464581e-15,0.265310068237515,0.931,0.414,1.02677798762499e-10,"23","SREK1"
"SRP148",1.84893741478178e-15,0.456711241921462,0.97,0.823,1.08846945608203e-10,"23","SRP14"
"G3BP26",1.88445526072757e-15,0.376337921706654,0.881,0.44,1.10937881199032e-10,"23","G3BP2"
"OXA1L4",1.92869610093407e-15,0.311793431276586,0.802,0.354,1.13542339461989e-10,"23","OXA1L"
"UBL55",2.09427124644629e-15,0.51078423112654,0.941,0.693,1.23289748278293e-10,"23","UBL5"
"NDUFB53",2.16366138455361e-15,0.296592636835904,0.861,0.386,1.27374745708671e-10,"23","NDUFB5"
"RDX7",2.17027403859257e-15,0.275119006228018,0.822,0.399,1.27764032651945e-10,"23","RDX"
"SLC38A17",2.17203968031529e-15,0.277710716713284,0.822,0.372,1.27867975980161e-10,"23","SLC38A1"
"ATP5MC23",2.25440980872456e-15,0.505778989470206,0.97,0.77,1.32717105439615e-10,"23","ATP5MC2"
"ANXA210",2.3118332938166e-15,0.968074620585994,0.941,0.634,1.36097626006983e-10,"23","ANXA2"
"RPL7L13",2.32421202613299e-15,0.272182720700772,0.871,0.406,1.36826361978449e-10,"23","RPL7L1"
"RIF14",2.43617816633711e-15,0.363820957473889,0.861,0.425,1.43417808652266e-10,"23","RIF1"
"MCTS11",2.55786170987174e-15,0.271558167614998,0.792,0.349,1.50581318860149e-10,"23","MCTS1"
"ATP6V0B7",2.61925787057031e-15,0.543132558246744,0.97,0.576,1.54195710840474e-10,"23","ATP6V0B"
"NDUFB24",2.66657676772739e-15,0.47206166578422,0.96,0.662,1.56981374316111e-10,"23","NDUFB2"
"MACC15",2.7858984263597e-15,0.391052919428522,0.535,0.185,1.64005840359796e-10,"23","MACC1"
"WTAP8",2.84185462006039e-15,0.25899398173369,0.901,0.43,1.67299981482955e-10,"23","WTAP"
"HADHA8",2.84435291255235e-15,0.442608732639448,0.95,0.559,1.67447055961957e-10,"23","HADHA"
"MYH97",3.0912280922501e-15,0.548309797249468,0.99,0.605,1.81980597790763e-10,"23","MYH9"
"ATP5MD2",3.17345906620387e-15,0.551992672224405,0.941,0.662,1.86821535227422e-10,"23","ATP5MD"
"MESD4",3.35533053245485e-15,0.345909873151834,0.832,0.424,1.97528308445617e-10,"23","MESD"
"KLK52",3.3567020865264e-15,0.591312098689145,0.307,0.073,1.97609051833809e-10,"23","KLK5"
"LGALS17",3.81612666493809e-15,1.16900046430703,0.911,0.533,2.24655376764905e-10,"23","LGALS1"
"SERPINB96",3.95031182574016e-15,0.280488161270541,0.554,0.188,2.32554857181323e-10,"23","SERPINB9"
"RNASEH2C4",4.20992592624586e-15,0.359831643141768,0.871,0.423,2.47838339278094e-10,"23","RNASEH2C"
"HNRNPUL15",4.22169257177545e-15,0.301175165109882,0.911,0.453,2.4853104170042e-10,"23","HNRNPUL1"
"SEC14L17",4.41017374364802e-15,0.265935934423957,0.802,0.329,2.59626928288559e-10,"23","SEC14L1"
"SPAG910",4.64694743179927e-15,0.334648153400739,0.871,0.4,2.73565795310023e-10,"23","SPAG9"
"IGLC33",5.00308093069448e-15,0.958418219569154,0.634,0.256,2.94531374389984e-10,"23","IGLC3"
"IK5",5.12351012477155e-15,0.363607061395833,0.931,0.473,3.01621041045301e-10,"23","IK"
"PDHA12",5.90404118085412e-15,0.261970457038826,0.891,0.394,3.47570904316882e-10,"23","PDHA1"
"NDUFA83",6.3668620483361e-15,0.269866199322297,0.772,0.328,3.74817168785546e-10,"23","NDUFA8"
"METTL261",6.79363763477976e-15,0.340500459861361,0.881,0.429,3.99941447559484e-10,"23","METTL26"
"DNAJA111",7.03722187946945e-15,0.561251098229288,0.96,0.597,4.14281252044366e-10,"23","DNAJA1"
"MESP12",7.27994642288889e-15,0.293101151951256,0.426,0.131,4.28570445915469e-10,"23","MESP1"
"NDUFS75",8.03004096892108e-15,0.419981205314993,0.911,0.498,4.72728511840384e-10,"23","NDUFS7"
"IGHG32",8.23471395575348e-15,1.97142720961475,0.366,0.111,4.84777610575207e-10,"23","IGHG3"
"LY6E9",9.45446574212841e-15,0.319031994464003,0.812,0.343,5.565843982391e-10,"23","LY6E"
"IGHG41",9.49661846233451e-15,0.796175219653048,0.267,0.058,5.59065928877633e-10,"23","IGHG4"
"PNN9",1.01328587721291e-14,0.474437100194968,0.96,0.569,5.96521395915242e-10,"23","PNN"
"ATP5PO4",1.04851683036389e-14,0.455342036359848,0.96,0.613,6.17261858035224e-10,"23","ATP5PO"
"OSTC2",1.11295490568874e-14,0.449442349657931,0.871,0.433,6.55196552978959e-10,"23","OSTC"
"PRDX26",1.13552044516569e-14,0.716335221062248,0.921,0.618,6.68480886069044e-10,"23","PRDX2"
"RAB327",1.14284353246278e-14,0.398653447721172,0.475,0.178,6.72791987560837e-10,"23","RAB32"
"UBALD22",1.16326779347942e-14,0.433159591152082,0.881,0.416,6.84815750021334e-10,"23","UBALD2"
"DNASE1L31",1.33633089475005e-14,0.35204350316695,0.109,0.017,7.86697997739355e-10,"23","DNASE1L3"
"NDUFA112",1.35618335612865e-14,0.495138504403554,0.911,0.577,7.98385141752934e-10,"23","NDUFA11"
"SEC11A7",1.37624391295907e-14,0.443949830133546,0.95,0.519,8.10194791559004e-10,"23","SEC11A"
"MRPL541",1.42196694937091e-14,0.326561723933425,0.901,0.435,8.37111943094652e-10,"23","MRPL54"
"EIF3M2",1.43323047814343e-14,0.441683367841974,0.921,0.519,8.43742782483039e-10,"23","EIF3M"
"NARS5",1.53987600097966e-14,0.367526366442046,0.881,0.424,9.06525001776723e-10,"23","NARS"
"ATP5F1E7",1.70987262717552e-14,0.558662737838935,0.98,0.912,1.00660201561823e-09,"23","ATP5F1E"
"MUC5B2",1.71943255140786e-14,0.299481527459862,0.248,0.056,1.01222994301381e-09,"23","MUC5B"
"TMA74",1.75458408391219e-14,0.601136258622919,0.97,0.787,1.03292365019911e-09,"23","TMA7"
"RBM2511",1.82130558004727e-14,0.405603573798915,0.96,0.615,1.07220259497383e-09,"23","RBM25"
"CNIH46",1.88175794902728e-14,0.295681678579098,0.663,0.248,1.10779090459236e-09,"23","CNIH4"
"GSTO18",2.02104006776263e-14,0.461399028183414,0.871,0.451,1.18978628789186e-09,"23","GSTO1"
"ACSL36",2.02517817456367e-14,0.289398551360111,0.752,0.306,1.19222239136564e-09,"23","ACSL3"
"SAR1B3",2.07998667529118e-14,0.257311535199547,0.762,0.341,1.22448815574392e-09,"23","SAR1B"
"UBB7",2.87563613601041e-14,0.588670332711191,1,0.838,1.69288699326933e-09,"23","UBB"
"PTPRE7",3.02287972413623e-14,0.311348440438705,0.584,0.208,1.779569293599e-09,"23","PTPRE"
"FSCN14",3.07988749578919e-14,0.405528256952697,0.267,0.067,1.8131297687711e-09,"23","FSCN1"
"EIF2AK12",3.11548738504206e-14,0.331307230509631,0.832,0.401,1.83408742357426e-09,"23","EIF2AK1"
"S100A23",3.4159007484628e-14,1.07487659891521,0.416,0.138,2.01094077062005e-09,"23","S100A2"
"CCND26",3.73381326624468e-14,0.7029571096204,0.545,0.218,2.19809586983825e-09,"23","CCND2"
"PAFAH1B16",4.2742676801363e-14,0.274251653061232,0.891,0.431,2.51626138329624e-09,"23","PAFAH1B1"
"PHLDA26",4.73872532079661e-14,0.343115636351638,0.426,0.148,2.78968759635297e-09,"23","PHLDA2"
"ZNF2079",4.88646154955901e-14,0.339704785195346,0.901,0.478,2.87665991422539e-09,"23","ZNF207"
"MRPL413",4.94916541898395e-14,0.41370793225139,0.911,0.5,2.91357368215585e-09,"23","MRPL41"
"LXN2",4.95953531725684e-14,0.360281172892611,0.554,0.197,2.9196784412691e-09,"23","LXN"
"IGHG22",4.96212720549598e-14,2.12754657632608,0.198,0.036,2.92120428587548e-09,"23","IGHG2"
"CSNK1A18",5.18555362923737e-14,0.335565896909303,0.921,0.483,3.05273542153204e-09,"23","CSNK1A1"
"CIB15",5.21280612701675e-14,0.477337373786807,0.931,0.488,3.06877896697476e-09,"23","CIB1"
"ALCAM8",5.52538640964043e-14,0.340283799956377,0.762,0.322,3.25279497935532e-09,"23","ALCAM"
"COX144",5.52756758344433e-14,0.32979090705605,0.891,0.448,3.25407903637368e-09,"23","COX14"
"MYL12A8",5.53730546505647e-14,0.518441769916055,0.96,0.719,3.25981172727875e-09,"23","MYL12A"
"RALBP16",5.59862766822465e-14,0.344064404662084,0.861,0.421,3.29591210828385e-09,"23","RALBP1"
"ATOX15",5.67508720627029e-14,0.357152481993961,0.891,0.455,3.34092383833132e-09,"23","ATOX1"
"RILPL25",5.7544951403417e-14,0.261563656414351,0.772,0.355,3.38767128911916e-09,"23","RILPL2"
"PNRC27",6.02421105110677e-14,0.396695846451359,0.901,0.437,3.54645304578655e-09,"23","PNRC2"
"PCNP2",6.6524558184813e-14,0.300639061363079,0.832,0.412,3.91630074033994e-09,"23","PCNP"
"MRPL402",7.49811251571439e-14,0.288227423953914,0.881,0.398,4.41413883800106e-09,"23","MRPL40"
"RAB5C5",7.85439557367183e-14,0.273173480312192,0.861,0.406,4.6238826742206e-09,"23","RAB5C"
"LINC014804",8.25722499127595e-14,0.292699034150647,0.366,0.1,4.86102835236415e-09,"23","LINC01480"
"DYNC1H112",8.82944529667137e-14,0.454074217155345,0.911,0.519,5.19789444615043e-09,"23","DYNC1H1"
"RPS19BP11",8.87369204087285e-14,0.448345125304564,0.891,0.512,5.22394250446185e-09,"23","RPS19BP1"
"SND11",8.87697947292495e-14,0.275474181524324,0.822,0.365,5.22587781571092e-09,"23","SND1"
"PHIP9",9.1283220264651e-14,0.291678302672994,0.911,0.474,5.37384317698e-09,"23","PHIP"
"IPO710",9.37806789630547e-14,0.268663876117878,0.842,0.377,5.52086857055503e-09,"23","IPO7"
"S100B1",9.66770845684604e-14,0.995946690133417,0.149,0.022,5.69137996854526e-09,"23","S100B"
"IGLL51",1.04784460322199e-13,0.462884483877692,0.149,0.021,6.16866117916784e-09,"23","IGLL5"
"COPS63",1.10737335762267e-13,0.317310356356938,0.851,0.401,6.51910695632468e-09,"23","COPS6"
"SFN5",1.11983769288627e-13,0.680441386528167,0.396,0.14,6.59248449802148e-09,"23","SFN"
"NDUFAF35",1.34366484260355e-13,0.265342617862646,0.812,0.39,7.9101549284071e-09,"23","NDUFAF3"
"GNB16",1.35560151626242e-13,0.40890339041003,0.901,0.512,7.98042612623689e-09,"23","GNB1"
"SGK16",1.4466849160112e-13,0.566727386363158,0.772,0.349,8.51663410055792e-09,"23","SGK1"
"TLN19",1.54248578849101e-13,0.400082785438914,0.95,0.56,9.08061383684655e-09,"23","TLN1"
"ISG206",1.58868799377067e-13,0.570063115878854,0.703,0.309,9.35260621932793e-09,"23","ISG20"
"YY110",1.73832753076996e-13,0.360976642521616,0.96,0.544,1.02335341736427e-08,"23","YY1"
"TAPBP9",1.93885947596504e-13,0.384518010336584,0.911,0.508,1.14140657350062e-08,"23","TAPBP"
"CXCL110",1.99258695714855e-13,1.14287185284992,0.386,0.132,1.17303594167335e-08,"23","CXCL1"
"DANCR3",2.01246239258289e-13,0.569589089165223,0.792,0.417,1.18473661051355e-08,"23","DANCR"
"DDX15",2.35122508743946e-13,0.292842637406902,0.861,0.395,1.38416620897561e-08,"23","DDX1"
"MORF4L16",3.28356656051266e-13,0.400767914215366,0.98,0.662,1.9330356341738e-08,"23","MORF4L1"
"SEPT79",3.40963744427e-13,0.521505623231645,0.95,0.639,2.00725356344175e-08,"23","SEPT7"
"TMEM2082",3.65443814760079e-13,0.287699150093391,0.832,0.363,2.15136773749258e-08,"23","TMEM208"
"RAB7A9",3.8278574776184e-13,0.295646427509409,0.901,0.447,2.25345969707395e-08,"23","RAB7A"
"MARCKSL16",3.98107362171419e-13,0.597696625315317,0.713,0.337,2.34365804110315e-08,"23","MARCKSL1"
"UBE2D310",4.90734311533144e-13,0.359759450402831,0.99,0.656,2.88895289199562e-08,"23","UBE2D3"
"DDX185",5.38563454423554e-13,0.336386026903126,0.891,0.478,3.17052305619146e-08,"23","DDX18"
"IFI169",5.48297781624853e-13,0.408331717646512,0.931,0.497,3.22782904042551e-08,"23","IFI16"
"SEC61G",6.61683606578754e-13,0.604756784927173,0.911,0.553,3.89533139192912e-08,"23","SEC61G"
"COX5B7",7.05874935727096e-13,0.490784573593257,0.95,0.743,4.15548574662541e-08,"23","COX5B"
"ANXA66",7.69963447196272e-13,0.325979836469233,0.663,0.296,4.53277481364445e-08,"23","ANXA6"
"STAU15",8.18950105234751e-13,0.276715612434186,0.871,0.411,4.82115926951698e-08,"23","STAU1"
"LMAN22",8.20826729006698e-13,0.356227292926411,0.881,0.495,4.83220695366243e-08,"23","LMAN2"
"PHB3",8.59275864705458e-13,0.498225702646358,0.881,0.518,5.05855701552103e-08,"23","PHB"
"CALU7",8.72526174223823e-13,0.263543492711402,0.832,0.412,5.13656158765564e-08,"23","CALU"
"RAB11FIP14",9.22898901589705e-13,0.684112638976433,0.832,0.46,5.43310583365859e-08,"23","RAB11FIP1"
"ANXA76",9.48266493530016e-13,0.263567716197525,0.861,0.398,5.5824448474112e-08,"23","ANXA7"
"TUBA4A4",9.73005780759652e-13,0.438109299839539,0.792,0.408,5.72808503133207e-08,"23","TUBA4A"
"HLA-DRB14",1.03014078331753e-12,1.1028256085995,0.594,0.268,6.06443879139033e-08,"23","HLA-DRB1"
"CTSC6",1.09796734706831e-12,0.302104883845626,0.812,0.343,6.46373377219111e-08,"23","CTSC"
"C19orf533",1.12908169524803e-12,0.457318506552747,0.921,0.613,6.64690393992513e-08,"23","C19orf53"
"TMEM2383",1.15142804238929e-12,0.342895490251721,0.782,0.369,6.77845688554575e-08,"23","TMEM238"
"PRDX64",1.23859396918984e-12,0.476273285247863,0.931,0.549,7.29160269662058e-08,"23","PRDX6"
"PRRC2C13",1.26501421984797e-12,0.434579088058723,0.99,0.701,7.44713871224503e-08,"23","PRRC2C"
"CCDC477",1.34681121557675e-12,0.289314384262521,0.871,0.432,7.92867762610033e-08,"23","CCDC47"
"IGLC21",1.37406893227271e-12,0.339803391393917,0.832,0.424,8.08914380428944e-08,"23","IGLC2"
"COPB21",1.42603287736604e-12,0.27064056153364,0.861,0.415,8.3950555490539e-08,"23","COPB2"
"ERP293",1.48110098482423e-12,0.411806397875996,0.97,0.642,8.71924149766024e-08,"23","ERP29"
"NDUFC23",1.53947344058318e-12,0.367329245061548,0.941,0.562,9.06288014471316e-08,"23","NDUFC2"
"RPN15",1.60441732901263e-12,0.277002385807803,0.842,0.405,9.44520481589735e-08,"23","RPN1"
"BLOC1S65",1.6865177005749e-12,0.275357633087503,0.802,0.352,9.92852970328441e-08,"23","BLOC1S6"
"FKBP42",1.97866360047407e-12,0.252040133069464,0.683,0.276,1.16483926159908e-07,"23","FKBP4"
"CTSZ5",2.05042863637126e-12,0.686700857332316,0.891,0.526,1.20708733823176e-07,"23","CTSZ"
"SERF23",2.36753361141775e-12,0.462430091132872,1,0.944,1.39376703704163e-07,"23","SERF2"
"PPIG5",2.38143823616946e-12,0.36185533802561,0.901,0.539,1.40195268963296e-07,"23","PPIG"
"COPB12",2.39450771986971e-12,0.276200836475373,0.851,0.434,1.4096466946873e-07,"23","COPB1"
"FAM107B7",2.47138855929603e-12,0.437060119504229,0.901,0.517,1.45490644485757e-07,"23","FAM107B"
"HES45",2.48544932044089e-12,0.365133859065042,0.327,0.108,1.46318401494355e-07,"23","HES4"
"TSPAN332",2.69001114464404e-12,0.257396806967577,0.485,0.186,1.58360956085195e-07,"23","TSPAN33"
"CDK2AP14",2.7546089535178e-12,0.343680013597383,0.822,0.394,1.62163829093593e-07,"23","CDK2AP1"
"SEPT28",2.85968737870727e-12,0.351066473494694,0.95,0.528,1.68349795984497e-07,"23","SEPT2"
"ATP5ME5",3.21874344184815e-12,0.479606534284382,0.96,0.723,1.894874264216e-07,"23","ATP5ME"
"KRT6B2",3.32039375753922e-12,0.480089239562178,0.317,0.097,1.95471580506334e-07,"23","KRT6B"
"MAP2K2",3.73274805079635e-12,0.275929757669557,0.901,0.501,2.19746877750381e-07,"23","MAP2K2"
"PTMS10",3.74032645613441e-12,0.663107547224004,0.792,0.424,2.20193018472633e-07,"23","PTMS"
"PRRG45",4.01742896704094e-12,0.269115518129156,0.485,0.197,2.365060432897e-07,"23","PRRG4"
"NDUFA47",4.30194245062391e-12,0.432496286735979,0.96,0.802,2.53255352068229e-07,"23","NDUFA4"
"APPL14",4.74753540313839e-12,0.268581824123986,0.901,0.441,2.79487409182757e-07,"23","APPL1"
"SRSF1111",4.89155885993197e-12,0.368009322997818,0.97,0.607,2.87966070084195e-07,"23","SRSF11"
"FNBP17",5.02944274955987e-12,0.402176941298449,0.792,0.407,2.96083294666589e-07,"23","FNBP1"
"ATP5MG3",5.07873349527693e-12,0.527928426429293,0.96,0.786,2.98985040866953e-07,"23","ATP5MG"
"LIMD24",5.09937605928737e-12,0.676103844802713,0.545,0.254,3.00200268610248e-07,"23","LIMD2"
"LUC7L38",5.50087365401921e-12,0.269588670410423,0.96,0.524,3.23836432012111e-07,"23","LUC7L3"
"RPN26",5.92836836501733e-12,0.365316670760168,0.891,0.543,3.4900304564857e-07,"23","RPN2"
"AC004687.14",6.97211741599188e-12,0.275061569660197,0.347,0.118,4.10448552279442e-07,"23","AC004687.1"
"FUS10",7.12071399959739e-12,0.479776665252771,0.95,0.68,4.19196433156298e-07,"23","FUS"
"NET17",7.34458359540616e-12,0.285790314278706,0.743,0.333,4.32375636261561e-07,"23","NET1"
"PRDX45",7.6054175653173e-12,0.382136494145139,0.822,0.434,4.47730932070229e-07,"23","PRDX4"
"MARCKS9",8.02221472465025e-12,0.45687022944837,0.891,0.503,4.7226778084016e-07,"23","MARCKS"
"VDAC26",8.18905664169214e-12,0.470807566001155,0.891,0.556,4.82089764496416e-07,"23","VDAC2"
"TMEM167A1",8.90980390662061e-12,0.261814524538321,0.782,0.364,5.24520155982755e-07,"23","TMEM167A"
"MRPL21",9.4976432430583e-12,0.398067511485643,0.782,0.386,5.59126257718842e-07,"23","MRPL21"
"EIF3J1",1.02553833168057e-11,0.438045977191427,0.901,0.498,6.03734415860353e-07,"23","EIF3J"
"MSN10",1.03509213395461e-11,0.460764248934253,0.911,0.514,6.09358739259081e-07,"23","MSN"
"ROMO13",1.16946226928276e-11,0.380593074632479,0.881,0.535,6.88462437926762e-07,"23","ROMO1"
"CALM16",1.31740144020609e-11,0.443863695725976,0.99,0.91,7.75554227849323e-07,"23","CALM1"
"ZC3H139",1.38317521850998e-11,0.281425836121714,0.891,0.459,8.14275251136827e-07,"23","ZC3H13"
"LSR3",1.46586169893914e-11,0.277812973931658,0.535,0.214,8.62952782165475e-07,"23","LSR"
"UQCR112",1.63680421419947e-11,0.349223471079688,0.931,0.641,9.63586640899225e-07,"23","UQCR11"
"EPRS2",1.7105891624129e-11,0.392735534367725,0.921,0.515,1.00702383991248e-06,"23","EPRS"
"LSP19",1.78601933808883e-11,0.756584268141374,0.604,0.32,1.05142958433289e-06,"23","LSP1"
"SPCS21",1.86177838427497e-11,0.463186064485875,0.941,0.604,1.09602893482268e-06,"23","SPCS2"
"CLINT16",2.00406044075321e-11,0.317965327697581,0.931,0.484,1.17979038147141e-06,"23","CLINT1"
"CD1094",2.00527749951937e-11,0.251231728585891,0.208,0.056,1.18050686396705e-06,"23","CD109"
"HLA-A8",2.03066757144211e-11,0.50891627489038,0.98,0.757,1.19545399930797e-06,"23","HLA-A"
"AC010618.13",2.03280569837507e-11,0.301356226934989,0.881,0.464,1.1967127146334e-06,"23","AC010618.1"
"CCDC506",2.07736885586534e-11,0.29856489592734,0.772,0.372,1.22294704544793e-06,"23","CCDC50"
"AC124319.110",2.21916040353838e-11,0.292867973967055,0.881,0.477,1.30641972956304e-06,"23","AC124319.1"
"GALNT14",2.79701289032551e-11,0.331130575595468,0.832,0.429,1.64660148853463e-06,"23","GALNT1"
"NEDD95",2.85532583279381e-11,0.258352914800668,0.752,0.351,1.68093031776572e-06,"23","NEDD9"
"TMEM14C7",3.21733910926515e-11,0.324489165315888,0.891,0.463,1.89404753362439e-06,"23","TMEM14C"
"SOX46",3.2399867936735e-11,0.777802537067825,0.564,0.265,1.90738022543559e-06,"23","SOX4"
"SERPINB17",3.833923074257e-11,0.412943530149969,0.861,0.445,2.25703051381509e-06,"23","SERPINB1"
"HLA-DMA4",4.53125084655844e-11,0.326162980876769,0.624,0.279,2.66754737336896e-06,"23","HLA-DMA"
"GIPC14",4.78033599625305e-11,0.260586318478073,0.475,0.211,2.81418380099417e-06,"23","GIPC1"
"HNRNPH19",4.91896418598275e-11,0.41518477161025,0.97,0.621,2.89579421628805e-06,"23","HNRNPH1"
