"","gene","logFC","logCPM","LR","PValue","FDR","s04_SMG","s07_SMG","s09_SMG","s12_SMG","s14_SMG","s17_SMG","s23_SMG","s01_SMG_IR","s02_SMG_IR","s21_SMG_IR","s27_SMG_IR","s30_SMG_IR","s31_SMG_IR"
"17402","TGM5",1.91282692497734,1.44225370653692,7.90953470274764,0.00491749162050369,0.098611646445433,20,4,3,10,12,4,21,21,41,3,73,51,44
"17403","TGOLN2",0.106050521709684,7.43813136259989,0.377688951709384,0.538842672704328,0.859382764614569,2261,1119,1362,1296,1094,1528,1334,1547,1594,540,2380,3454,1499
"17404","TGS1",-0.136523661650126,5.11462843366374,0.491737559062502,0.483153241328951,0.831602770229737,489,234,215,249,241,307,214,292,375,73,421,449,293
"17405","THADA",-0.148751525279054,6.28864411914351,0.791920088005932,0.373520163850258,0.772371723495008,1049,545,527,596,552,539,500,546,724,201,967,1164,755
"17406","THAP1",-0.377617936716323,3.52656099970233,2.01592049308279,0.155656844099547,0.55900962065565,187,89,87,91,77,135,95,106,93,32,135,94,85
"17407","THAP10",0.344217558134536,0.578718783977454,0.642012935329864,0.422982822768805,0.800197007644773,18,12,6,8,4,12,18,14,6,3,15,22,17
"17408","THAP11",-0.465927628764338,4.26720470545644,4.2024669845054,0.0403652166207191,0.304652601994395,352,179,174,160,123,197,135,159,146,36,241,190,159
"17409","THAP12",0.088720473807136,4.66622292015463,0.182558379826657,0.669183766021158,0.912686552169293,279,168,180,194,138,199,143,207,273,73,350,261,266
"17410","THAP2",-0.334973426873788,2.90364613342181,1.03274428776753,0.309514983842921,0.725311949544512,170,54,70,62,49,60,46,71,89,11,128,111,58
"17411","THAP3",-0.669556328694473,3.7102474771639,6.24343280702161,0.0124654631514881,0.166161616056834,241,105,94,130,88,147,97,96,79,29,140,115,126
"17412","THAP4",-0.199455291004985,4.86316091020688,0.862474956004128,0.353047018375883,0.759809447187487,443,200,249,261,213,359,236,263,238,94,332,298,202
"17413","THAP5",-0.0609727167140873,4.79109130114893,0.057571936626994,0.810375586734645,0.953124632020297,384,232,235,235,159,309,202,249,283,85,443,391,222
"17414","THAP6",-0.146279230441236,4.4990960009533,0.324046453838937,0.569185962030368,0.875278003004713,289,180,181,203,167,194,231,219,222,69,282,378,199
"17415","THAP7",-0.212255099440057,4.56124245341576,0.712956617160426,0.39846403056324,0.785636478842437,392,195,231,204,136,247,167,202,188,77,265,167,168
"17416","THAP7-AS1",-0.655558175052771,0.530078598508038,1.89716818614997,0.168395631881868,0.578835648677122,10,6,14,16,8,15,2,6,17,5,14,17,10
"17417","THAP8",0.145763015850038,0.761276705052404,0.116195229997043,0.733198277476021,0.932104790491122,21,10,6,10,4,22,9,15,12,6,16,21,10
"17418","THAP9",0.0366721483586694,3.63858265829361,0.0224988387368956,0.880767669261757,0.97239410493382,207,111,102,105,76,98,90,90,105,39,186,146,122
"17419","THAP9-AS1",0.346597088703239,4.92245144607441,2.67041635941808,0.102229276412682,0.472222695348009,358,161,208,250,213,188,175,251,382,109,535,571,331
"17420","THBD",0.382742424140408,4.85982533604024,0.723118210028645,0.395122980658987,0.783484641682038,154,62,98,74,108,164,259,128,314,80,365,431,290
"17421","THBS1",0.148024517819288,9.77021281661282,0.0946278055099441,0.758374294041191,0.938561430415359,5028,2089,3588,3773,6583,6128,5377,2817,10951,2494,14141,15140,6880
"17422","THBS2",1.37539790943435,5.49511349032551,13.602402137889,0.000225896287362795,0.0154312909854458,356,143,97,162,106,123,155,489,1044,198,1265,1548,380
"17423","THBS3",0.340384946290068,4.59267109914275,1.75894389693075,0.184756299031109,0.600668201886268,299,124,151,186,128,157,180,139,281,99,472,365,240
"17424","THBS4",1.59021776758174,4.85179385655363,7.43740294406789,0.00638820092699476,0.11303250892889,59,112,34,57,55,192,135,202,408,100,1072,1079,138
"17425","THEM4",0.037916196737578,3.18711575870289,0.0181841874410047,0.892731454837693,0.976331960073025,86,57,53,67,80,66,59,66,103,34,138,213,96
"17426","THEM5",-1.12571753935416,0.460953429485216,5.70530684793716,0.0169136984524372,0.195729721822004,9,13,8,5,15,13,8,7,7,2,13,13,11
"17427","THEM6",-0.159443451788771,4.29174847063718,0.435956490500557,0.50908056977625,0.845364381200574,395,173,144,174,131,178,131,143,159,64,248,193,134
"17428","THEMIS",0.43035048813111,2.9593515172863,0.62689552529632,0.428496347449345,0.804016522982858,45,30,11,30,14,108,20,58,195,35,152,69,48
"17429","THEMIS2",0.232763001805975,5.20827631511874,0.287908306465255,0.591564065075174,0.885710301020897,234,148,137,151,172,360,188,144,727,128,895,597,175
"17430","THG1L",-0.299079226356585,3.39557117370668,1.12376632887227,0.289108908955911,0.705728396110582,214,87,68,58,64,102,83,84,91,29,113,142,76
"17431","THNSL1",0.198106633550887,3.14589941542342,0.412710072811855,0.520597174625969,0.850395734895912,189,93,59,82,53,57,65,95,85,24,148,164,83
"17432","THNSL2",-0.0110367993584037,4.65326207516553,0.000993839747607694,0.974850676304581,0.99589898987242,516,234,255,297,100,136,198,133,129,110,338,456,164
"17433","THOC1",0.0552256176352459,5.49082867714201,0.0686584702603596,0.793300153211245,0.949681278559268,697,363,287,343,313,307,284,363,488,152,648,656,440
"17434","THOC2",-0.120743600033855,6.63965978515296,0.506543009234442,0.476639202494471,0.828039872397802,1418,832,725,799,656,908,723,873,969,284,1252,1561,834
"17435","THOC3",0.466085563868571,1.53174739621153,1.31249578951293,0.251943275811939,0.674554525661655,23,19,14,16,10,21,20,30,22,13,47,16,29
"17436","THOC5",-0.316685398233861,5.06604968777755,2.69435141244772,0.100704460769507,0.469622879871114,474,278,276,317,210,321,305,260,278,102,365,502,270
"17437","THOC6",-0.175158167880998,3.49559399694067,0.31656075276322,0.573681874423096,0.877915136851842,178,75,68,84,72,97,68,72,115,20,155,115,87
"17438","THOC7",-0.167100820181701,4.59451377119129,0.647300788623525,0.421079374265969,0.799086507194809,345,197,194,204,179,239,230,227,250,65,282,254,181
"17439","THOC7-AS1",-0.0523752382576722,0.175534018647484,0.0095037406434173,0.922339553798822,0.983213825328935,16,10,6,5,2,2,7,3,5,1,11,23,8
"17440","THOP1",-0.295525995624262,4.44075414951489,1.46260374200754,0.226516292159678,0.65035250233844,323,149,188,201,126,227,143,185,132,51,260,218,181
"17441","THRA",0.0193616214977624,5.61433750066603,0.00696873001187903,0.933470738627587,0.985553222372217,730,357,414,391,209,397,516,526,415,132,548,558,510
"17442","THRAP3",-0.0833284002289594,7.20513824697822,0.260963990266501,0.609458652837072,0.890663810871308,2019,1223,1206,1121,944,1243,1099,1146,1282,495,1716,1941,1289
"17443","THRB",-0.185004938236894,4.9610570432844,0.658839058624256,0.416970098633782,0.796718836376127,349,204,202,213,177,208,156,170,243,66,390,463,201
"17444","THRB-AS1",-0.438636385692199,0.637453154940535,0.797175304776008,0.371939251081434,0.771825134105612,17,8,11,10,7,5,8,9,7,2,15,10,15
"17445","THRB-IT1",-0.0864351972725517,1.45205625204807,0.0391894469911627,0.843073819600885,0.962365061203767,18,10,11,11,24,11,11,12,26,5,18,59,21
"17446","THRSP",-0.0585580831894185,3.97595996824536,0.00798297468651299,0.928805750205695,0.984085263856417,32,40,32,40,69,39,21,45,465,10,74,60,80
"17447","THSD1",0.396879686626159,3.18490945012311,2.41656741051122,0.120057748240462,0.507797967246292,91,52,42,50,61,53,35,78,121,30,146,171,77
"17448","THSD4",0.279160951322404,5.26199743647613,0.894731767713594,0.344198256722075,0.75323667800271,511,206,275,296,307,389,514,379,191,176,413,403,391
"17449","THSD4-AS1",0.182368971589252,0.462400853165654,0.0684509035657221,0.79360575988122,0.949681278559268,12,2,6,4,11,10,18,8,4,4,9,19,21
"17450","THSD7A",0.384519339518659,3.71466938578824,1.67068160253792,0.196167264298526,0.614292954238558,115,61,39,62,63,67,67,75,167,36,168,352,153
"17451","THSD7B",0.525170540611824,2.07062399177268,1.21889158764071,0.269578288104902,0.68973923196174,40,20,11,12,12,6,24,19,75,8,79,80,53
"17452","THTPA",-0.141027606101512,2.99830603510872,0.276896652935081,0.598742512163717,0.888442220541073,129,71,52,57,41,65,50,62,58,19,94,61,62
"17453","THUMPD1",0.0942812855139252,6.591332268865,0.225753066124238,0.634690904705373,0.901232201528868,1512,878,725,833,607,887,707,891,931,321,1340,1187,829
"17454","THUMPD2",0.0266194227863973,4.02088091024945,0.0140884107797152,0.905517305833607,0.979488741000618,244,128,102,140,98,122,108,136,177,47,225,293,146
"17455","THUMPD3",-0.136377400902896,5.25963405727974,0.601038986843175,0.438181879903447,0.809602492337398,654,317,313,330,245,362,302,330,344,113,480,530,380
"17456","THUMPD3-AS1",-0.426174663901321,5.4165284462001,3.01487917111174,0.0825036034259576,0.428751414929565,753,403,352,354,296,292,334,233,363,103,542,545,445
"17457","THY1",1.06764971564362,3.77078621723943,5.31591827860849,0.0211314539833816,0.219932363502466,32,22,15,29,28,98,56,107,353,27,349,468,81
"17458","THYN1",-0.277600593865962,4.753433374796,1.0655907486699,0.301943519400821,0.719081872092388,444,237,171,252,195,239,171,240,265,66,420,282,224
"17459","TIA1",0.0702349771505152,7.0634697923522,0.0977210895472744,0.754581746926689,0.938062369226027,2155,1083,802,1291,965,1195,920,1154,1272,400,2396,2021,1297
"17460","TIAF1",0.184950485774852,2.45981737720646,0.259118450308371,0.610726438992222,0.890853576741789,43,27,27,21,30,23,32,32,46,14,78,162,51
"17461","TIAL1",-0.00151603952731369,5.92889594443603,5.40133024280465e-05,0.994136100512028,0.999059373462988,700,392,421,444,434,561,474,519,550,182,882,1210,557
"17462","TIAM1",0.454278204850996,4.20980388874988,1.26440886100478,0.26081820028433,0.682699706140399,119,94,42,67,127,123,100,102,271,56,378,602,140
"17463","TIAM2",0.430139062656881,4.10590477256826,2.34934923609411,0.125335319743995,0.51404931092882,179,77,83,120,112,135,124,141,144,36,286,439,165
"17464","TICAM1",0.177091821018241,1.95001742103258,0.169820119550469,0.680271722604795,0.916356250103894,17,14,23,22,21,37,24,24,23,14,31,86,35
"17465","TICRR",0.469153965090038,1.43688679734613,1.21820673501952,0.269712868277862,0.68973923196174,12,4,14,11,12,14,7,14,27,9,44,67,38
"17466","TIE1",0.243999573437947,4.08616970346215,0.416890344220022,0.518492794554999,0.849055965262233,219,73,50,53,32,57,113,100,127,62,232,185,176
"17467","TIFA",-0.617000989673638,5.7620772669478,5.72876212071247,0.0166892428390373,0.19404265876303,956,568,417,644,396,727,422,425,266,153,364,327,411
"17468","TIFAB",-0.844397658208834,0.723035322512876,1.5216573125572,0.217368864639071,0.639701390544743,5,6,2,10,1,26,1,7,22,2,27,44,10
"17469","TIGAR",0.11925453229005,2.62614823520028,0.076964105935172,0.781454513504803,0.944994571433394,35,50,20,34,19,49,28,33,77,9,179,126,44
"17470","TIGD1",-0.0854839054992321,2.17094945032227,0.080622001160668,0.776456257224776,0.944453237882696,72,41,40,35,28,37,27,51,44,13,87,89,40
"17471","TIGD2",-0.191685272795059,5.03639906650935,0.610842385261513,0.434470813409601,0.80713107798139,539,408,290,357,198,445,296,290,188,110,317,228,284
"17472","TIGD4",0.11857512860511,1.12585211641173,0.078218098293025,0.779726870376974,0.944946724099359,53,28,10,22,12,16,7,11,19,6,30,23,20
"17473","TIGD5",-0.147599186200512,3.96654806953983,0.262123141758835,0.60866526580165,0.890482623898541,318,138,136,123,70,162,161,148,82,42,209,160,105
"17474","TIGD6",-0.356293370065188,3.25225668479645,2.34967369528304,0.125309234708714,0.51404931092882,161,75,85,83,53,116,79,82,71,24,122,120,100
"17475","TIGD7",-0.188825380060411,1.83698413886108,0.285514067893116,0.59310966746115,0.886299877261053,56,37,18,24,19,37,17,24,32,9,54,52,32
"17476","TIGIT",-0.212817841563496,2.94331830497226,0.149520853709273,0.698993668745119,0.920690622945479,35,26,17,25,18,143,21,69,135,23,106,87,49
"17477","TIMELESS",0.144869478788038,3.08555101660785,0.241932021592028,0.622814176184983,0.895571698541808,83,38,33,48,49,87,39,88,75,30,133,172,78
"17478","TIMM10",-0.43690053333101,3.22372086957151,2.87925744861221,0.0897273898064978,0.446363394524352,130,76,64,94,65,92,55,68,84,21,95,95,58
"17479","TIMM10B",-0.134049758266977,5.15680189371837,0.437178665594887,0.508487346129265,0.845036666903847,450,249,288,281,251,359,292,321,357,93,383,490,317
"17480","TIMM13",-0.258344309789946,4.42707695588744,1.13322393283003,0.287088711519207,0.703953740768582,381,164,160,162,180,262,189,193,158,56,255,211,159
"17481","TIMM17A",-0.0746872936957956,4.94860178587281,0.126692683849095,0.721886130180366,0.928225988040804,431,246,233,291,213,255,192,242,313,85,457,399,252
"17482","TIMM17B",-0.285158117155929,3.42131658605051,1.33942121493968,0.247136063907291,0.669303807825497,166,72,94,88,97,107,62,75,86,41,124,114,58
"17483","TIMM21",-0.431762530027019,3.95204260228627,3.96884531420472,0.0463495456213199,0.325855769921677,262,151,118,134,120,150,107,123,119,34,182,178,135
"17484","TIMM22",-0.0931686634483142,4.13551752780783,0.187435340209346,0.665059788772021,0.911767211579852,302,98,133,156,111,163,169,163,139,52,191,195,165
"17485","TIMM23",-0.138318103596777,4.26441152830363,0.425128659737544,0.514388973185699,0.84752435042155,246,132,136,151,154,203,159,180,197,54,205,255,147
"17486","TIMM23B",-0.0513014026921817,2.64593382945005,0.0347794420007101,0.852058582015142,0.964548144691762,54,27,47,33,53,50,39,42,67,21,55,90,58
"17487","TIMM29",-0.220329478797264,4.09783456788069,0.707816681980445,0.400169574759697,0.785845868585319,304,157,126,160,84,167,133,146,113,43,220,163,153
"17488","TIMM44",0.000186184500955024,4.7144267486202,7.51952960342805e-07,0.99930811272417,0.999851286442679,352,188,196,214,161,234,151,165,240,84,317,270,243
"17489","TIMM50",-0.0653284232371757,4.64945659056392,0.0887886604209367,0.765722808265499,0.940972269573916,373,193,208,201,176,234,173,219,184,59,259,303,260
"17490","TIMM8A",0.0441086343412302,1.33382101153232,0.0148015316829646,0.903167069089103,0.978066730104815,39,22,11,15,14,15,12,12,14,10,31,40,27
"17491","TIMM8B",-0.382198806806558,3.16977750198466,2.47990550780782,0.115309180206181,0.49925554918981,159,92,66,71,60,80,58,69,92,17,122,109,72
"17492","TIMM9",-0.537483726655253,3.39714323451561,4.30131756221958,0.0380828584025253,0.297834010188527,146,101,98,91,87,119,88,92,66,26,103,106,65
"17493","TIMM9P2",-0.640136560324416,0.304204170802862,1.63887992524882,0.200479216128748,0.619363563981602,12,2,6,10,14,5,9,5,13,2,13,20,7
"17494","TIMMDC1",-0.212705246878652,5.57910915478671,1.226881905873,0.26801429123103,0.68973923196174,759,364,348,381,398,408,366,390,457,128,687,485,378
"17495","TIMP1",0.430057273469364,5.17151857064749,0.892948298899359,0.344679595541058,0.75362662666233,167,134,110,171,443,430,443,438,362,120,547,926,226
"17496","TIMP2",1.11910334929538,5.9704125860192,12.9257932601759,0.000324085285932819,0.019472532225474,451,265,254,304,270,473,475,819,792,310,1305,2254,469
"17497","TIMP3",0.73296469225405,8.76908332174654,11.9492951579788,0.000546680577891412,0.0271131753942753,5071,2511,2564,2648,2397,2451,2654,3607,5928,1687,9121,8869,5088
"17498","TIMP4",0.8566806675307,3.51847490151941,2.11192617131663,0.14615525103262,0.542940902934573,30,16,52,14,78,15,35,68,272,17,110,106,221
"17499","TINAGL1",0.295698249380926,7.05726221128447,2.19191140054771,0.138737055282748,0.532253579371777,2095,939,952,977,662,1326,912,1097,1040,390,1944,1819,1290
"17500","TINCR",-1.16536782381812,0.664353120858583,4.32106277582123,0.0376434046997006,0.29661332514566,41,14,14,15,28,5,25,7,8,3,19,9,17
"17501","TINF2",-0.31274739222464,5.69020595977953,2.32150502333386,0.127596518466931,0.516434449137637,703,380,353,408,334,447,318,317,530,136,607,526,406
"17502","TIPARP",0.318152329309884,6.05080449147637,0.251303329235771,0.616158854799306,0.893320692719965,337,222,278,233,326,255,629,204,635,76,694,551,254
"17503","TIPARP-AS1",0.0017416817868261,0.358611196867062,5.17333955922794e-05,0.994261190489768,0.999059373462988,22,10,7,13,5,8,11,8,3,5,14,9,13
"17504","TIPIN",-0.285377794457189,2.60593594294967,0.815300797886685,0.366557694444085,0.76890775091067,109,61,45,47,37,40,31,42,47,18,80,61,44
"17505","TIPRL",0.0466888006000225,5.13945057060598,0.0392633584755444,0.842927832362515,0.962350673365425,435,257,212,290,235,344,245,298,410,98,545,416,291
"17506","TIRAP",-0.171978987579889,2.73249717386749,0.413129342609535,0.520385432883593,0.850334852451638,96,48,57,57,45,65,47,56,55,19,74,138,57
"17507","TJAP1",0.0441618419296423,4.27995525528897,0.0369114810565883,0.847645382239883,0.963037495686192,271,133,122,152,95,220,170,173,144,75,238,292,166
"17508","TJP1",0.0397233375790518,6.73521510528332,0.0347426738420751,0.852135901188398,0.964548144691762,1206,674,815,713,802,930,823,833,786,387,954,1688,1036
"17509","TJP2",-0.430432142651154,5.33141901705816,3.68370566673105,0.054946602859932,0.353192643076383,680,404,352,373,302,415,306,352,223,115,378,353,351
"17510","TJP3",0.466645795615967,5.7721853506415,1.42927811378451,0.231882286816697,0.656007691934474,910,440,450,580,390,822,543,526,267,220,383,381,477
"17511","TK1",-0.568203631607696,1.72182854323869,1.88143356763284,0.170171302853607,0.580708111041958,23,15,8,21,21,27,7,9,25,8,63,57,16
"17512","TK2",0.0511389241318598,5.74009348104139,0.0630177613827776,0.801788296395768,0.951141211725243,682,387,384,499,289,415,456,443,488,138,738,630,570
"17513","TKFC",0.182348446062373,4.41098035720748,0.632272672855484,0.426522906066052,0.803051334456415,315,168,143,193,100,196,161,212,166,71,320,286,200
"17514","TKT",-0.087038526881497,6.38358560914006,0.157386288882229,0.691574386473627,0.919817521446365,1004,388,599,496,540,567,527,587,931,218,1097,1225,726
"17515","TLCD1",0.205711013924562,1.81841988283165,0.422679809290576,0.515602891391249,0.847923856121357,65,38,24,24,32,20,27,38,34,10,47,46,38
"17516","TLCD2",0.113543550304093,3.6736221883158,0.108707953381526,0.741619934374349,0.933975256765264,137,55,69,76,55,51,57,65,114,37,124,234,149
"17517","TLDC1",0.249372683743891,3.87721661850571,0.77256773049514,0.379423874660787,0.774661946335462,142,78,111,131,100,95,99,103,150,38,225,366,178
"17518","TLDC2",0.616623829382668,1.96100607041735,2.23514780898182,0.134903723242961,0.528170739078104,23,16,11,11,10,17,20,19,55,7,85,98,50
"17519","TLE1",-0.464305479727161,5.50072952529197,2.8604576333338,0.0907816677650871,0.448376314183224,729,392,418,516,397,614,406,319,192,140,384,263,357
"17520","TLE2",0.160728805329557,6.17617427153067,0.262609321025984,0.60833315692438,0.890482623898541,1359,793,544,774,478,695,638,534,382,260,704,769,655
