"","logFC","logCPM","LR","PValue","FDR"
"TNKS2",0.100120606630712,6.78003447603884,0.462436153476647,0.496487629131957,0.878214879513379
"MRPL4",-0.246303593911779,2.52032637983739,0.462364306501847,0.496521079476682,0.878214879513379
"MROH2B",0.513828115176882,-0.261631896004605,0.462237312488952,0.496580214346045,0.878214879513379
"LINC00476",-0.163250675538711,2.84271295882413,0.462173623600188,0.496609875603327,0.878214879513379
"DUSP19",0.197524229968275,3.15444086746867,0.462171286307989,0.49661096418639,0.878214879513379
"MARC2",-0.169479891642803,4.90026266814298,0.462097457977194,0.496645351462539,0.878214879513379
"CDC42EP2",-0.226906653593759,2.5737334262388,0.461925106425561,0.496725643873776,0.878278770035709
"GHRL",0.211765874159544,1.794239156194,0.461669361554588,0.496844826608194,0.878340890599265
"AC004461.2",0.214365132890075,0.973361216952589,0.461603280445344,0.496875629702936,0.878340890599265
"CSF3",-0.734482444706782,1.63596706317104,0.461565439582593,0.496893270320411,0.878340890599265
"MNS1",0.179108233746638,2.06859841333112,0.461240159364893,0.497044952747624,0.878440055749832
"DCAF15",-0.124773793420957,3.7357167267848,0.461208491448948,0.497059724086362,0.878440055749832
"IGLV1-44",0.313410760095968,4.1494778967444,0.461068143992474,0.49712519736588,0.878440055749832
"TMEM18",-0.113177432157151,4.66822237634126,0.460944998011476,0.49718265800432,0.878440055749832
"FAM133B",-0.13305610444789,3.00393013932673,0.460936075811139,0.497186821591081,0.878440055749832
"LINC01515",0.22304196247235,3.40783055699159,0.460877011017001,0.497214385940057,0.878440055749832
"AC116366.2",0.242292977781305,1.08780292594173,0.460631114842645,0.497329168467367,0.878564798585805
"DBNDD2",0.250632277300717,1.09775155500072,0.460480814546077,0.497399349578957,0.878610734916627
"ZNF443",0.164589482423735,2.63547806121039,0.460131359605342,0.497562588496354,0.87882102664436
"LINC02381",0.225341026133946,0.913389651120048,0.459780244151107,0.497726694261314,0.879032811958886
"NELFB",-0.147380266037162,5.45028833653876,0.459566696260085,0.497826547880645,0.879091991839631
"PLEKHG4B",-0.270875492576185,2.75212102652626,0.459519426123446,0.497848655669565,0.879091991839631
"AC007292.1",0.311470354571752,0.00645641862114173,0.459425028416046,0.49789280953749,0.879091991839631
"INPP5E",-0.136638228751453,3.97037458721852,0.459184192689348,0.498005488762727,0.879123931716037
"SIRPB1",0.318895678396489,0.397104152076722,0.459042444160914,0.498071828460777,0.879123931716037
"OR2A1-AS1",-0.31217860257313,0.92117348392678,0.458956495847023,0.498112060390796,0.879123931716037
"CCDC157",0.261204562771237,0.994760656482371,0.458875948346126,0.498149769219299,0.879123931716037
"COPG1",-0.11551102180235,7.81573134873699,0.458609921917839,0.498274345510878,0.879123931716037
"AC104211.1",0.211991986512772,1.42867893175579,0.458590547525354,0.498283420314741,0.879123931716037
"RNF11",-0.13432012108376,6.41857139459149,0.458435048872538,0.498356264716088,0.879123931716037
"SERPINE1",0.575677250480138,4.85719097676885,0.458366085903155,0.498388576655621,0.879123931716037
"LRRC41",-0.0948482297264478,6.09087347170805,0.458154986983752,0.498487507072531,0.879123931716037
"TPST1",0.155439060102177,3.70508009237293,0.458123923519489,0.498502067609362,0.879123931716037
"EIF1AY",0.593727329628051,4.12968135247449,0.458108706447234,0.498509200648311,0.879123931716037
"RN7SL220P",0.262471563235172,-0.00622571946485888,0.458072445383159,0.498526198804945,0.879123931716037
"URB1",-0.117598098505479,5.95957651801249,0.458039998343105,0.498541409887127,0.879123931716037
"RFX2",-0.322768594289286,3.10011857961786,0.457948127348107,0.498584483015494,0.879123931716037
"CMC1",0.13268743059368,3.59344501334146,0.457925249892339,0.4985952099439,0.879123931716037
"TMCC1",0.111476519867955,4.98601535402431,0.457707550087965,0.498697305976912,0.879123931716037
"CACHD1",-0.136801123690366,5.52467763778544,0.457651287882367,0.498723697369355,0.879123931716037
"KCNMB3",0.15310644580329,2.35064826238849,0.457597729724883,0.498748822547901,0.879123931716037
"PCP2",-0.236013109440945,2.14000320902124,0.457593577788774,0.498750770391797,0.879123931716037
"QPCTL",-0.148811713242804,2.54165358492932,0.457380830837652,0.498850595974698,0.879221964972067
"AL445523.1",0.299955216033445,0.300368686570446,0.457188853603153,0.498940704992437,0.879302856968505
"RPL10P16",-0.222042197693301,0.548863405917788,0.457024255066496,0.499017985130041,0.879361127792509
"PSMD5",0.114967754193542,5.16599468193201,0.456899578856484,0.499076534959679,0.879386384980782
"GSN-AS1",-0.20498666747032,3.72703846849534,0.456406183242454,0.499308355203344,0.879491639174937
"AC022540.1",0.314111996052652,0.0276624182955989,0.456360041055156,0.499330044283178,0.879491639174937
"ENSG00000270067",-0.258371564321499,0.738844448152374,0.456206947716215,0.499402017063789,0.879491639174937
"ZFY-AS1",0.364302934616753,1.42906770366292,0.455930168789237,0.49953218199661,0.879491639174937
"COL20A1",-0.512864099944018,0.959207612403559,0.455892517440311,0.499549893299778,0.879491639174937
"PAX8",-0.440918362171982,3.01335877470252,0.455892060741228,0.499550108138881,0.879491639174937
"HNRNPMP1",0.313774722356045,-0.0201000119604164,0.455842003095601,0.499573657065946,0.879491639174937
"PFN1P2",0.269532574585894,0.286136823930312,0.455708046906278,0.499636684162494,0.879491639174937
"TMEM213",-0.27397481384452,6.42041119971916,0.455563426406599,0.499704744013272,0.879491639174937
"MDH1B",-0.201799185859972,1.54335789248192,0.455537357217878,0.4997170141064,0.879491639174937
"GGNBP2",-0.099663837450638,6.24224931876645,0.455524445808177,0.499723091362358,0.879491639174937
"RN7SL838P",-0.238147099626002,1.50384815076619,0.455396120792475,0.499783499325673,0.879491639174937
"RABGGTB",0.116425318058079,6.15523610755396,0.455303932275219,0.499826903970964,0.879491639174937
"AC036176.1",0.220520767614992,0.680053995053488,0.455252113813993,0.499851304198059,0.879491639174937
"USP27X",-0.188871069127827,1.85440212743982,0.455171935412336,0.499889062509369,0.879491639174937
"SDAD1P1",0.167254917860868,2.46726901042078,0.455151941473943,0.499898478982839,0.879491639174937
"ABCG2",0.257557245074009,4.56843291780124,0.455104844383445,0.499920661320155,0.879491639174937
"SLC35F1",-0.220302724959303,2.25796854327073,0.454979061133084,0.499979912370922,0.879491639174937
"ASCC3",0.113206904738186,6.8347171348923,0.454946276683824,0.499995357665246,0.879491639174937
"N4BP1",-0.0922584813391411,5.71192285794944,0.454855463342096,0.500038145555287,0.879491639174937
"GLCCI1",0.168165913879161,4.98034046560756,0.454798608892851,0.500064936433537,0.879491639174937
"BRINP1",-0.233613395809125,1.71514582779764,0.454670559524622,0.500125284610404,0.87951999826083
"AC016251.2",-0.416215090772351,0.0504462376473885,0.454442341138012,0.500232871935463,0.879631419721705
"AC006547.1",0.211562190686317,1.20400485555034,0.454248714085978,0.500324182934856,0.879694352621362
"RPRD2",-0.140501980508351,5.37420910023229,0.454130180327354,0.500380095268346,0.879694352621362
"ERVFRD-1",-0.225414725856624,1.36217606171526,0.454079521018119,0.500403994483762,0.879694352621362
"PARP12",0.148095649382766,4.93974630138667,0.453991359312887,0.500445590585181,0.879694352621362
"LIN9",0.161264885523538,2.96206021657776,0.453710349066409,0.500578214911071,0.879849716142411
"TAS2R20",0.193113174857745,2.10895558743006,0.453473037527512,0.500690261901387,0.879968887300705
"POLR2M",-0.12543209573632,4.44341884713028,0.453079079262421,0.500876363995613,0.880218178593687
"MED12L",-0.213280657607098,2.61534834471114,0.452891727638079,0.500964908354401,0.880231541177534
"MBTPS2",0.135161144302817,4.2052588958243,0.452787474218539,0.501014191146679,0.880231541177534
"TNFSF4",0.22095821707321,1.18077564532414,0.452782069947158,0.501016746084557,0.880231541177534
"OTUD7A",-0.178244918778925,2.05317461825505,0.452662739372199,0.501073166773549,0.880252905290375
"CLDN16",-0.291168367569191,0.0297574842824928,0.452529112497249,0.501136359719605,0.880286161641362
"SLA2",0.250451222259681,1.84652114359656,0.452309438855082,0.501240274152861,0.880361789077765
"AC009549.1",0.373612128072125,-0.0742717441249303,0.452250955139522,0.501267945470465,0.880361789077765
"MYL6",0.122554373364503,8.5590138061145,0.451958124880139,0.501406535931089,0.88044828833572
"AP2A2",0.115854213758448,5.61503228774227,0.451923653261971,0.50142285491828,0.88044828833572
"RAD51AP1",0.231472341090121,1.54109217043741,0.451854443481768,0.501455621804121,0.88044828833572
"SHISAL1",-0.338337170447936,0.537676585842191,0.451772803273997,0.501494278472799,0.88044828833572
"AP002490.1",0.163182285000685,2.38345095735195,0.451372952955591,0.501683681012014,0.880684763015663
"VPS13D",-0.118644573857841,8.1107474665306,0.451167779982498,0.501780915358251,0.880684763015663
"LMF2",-0.132314220060815,5.43976602719857,0.451135536154528,0.501796199077261,0.880684763015663
"SSRP1",-0.103432541047666,6.17081695904448,0.451114647345062,0.501806100889657,0.880684763015663
"SYNE2",-0.0944924106277627,8.74805914073976,0.450873786657553,0.501920298852413,0.880807456417259
"GRIK1",-0.242348701728034,1.86826373145266,0.450318788248012,0.502183605781124,0.880824753570685
"BICRAL",-0.141881586041333,5.29956889977585,0.450305586613057,0.50218987187484,0.880824753570685
"KHK",-0.184164631400017,2.06495600490736,0.450247113503984,0.502217627461855,0.880824753570685
"AC080128.1",0.394917095595909,-0.32833156173291,0.450245715322509,0.50221829117239,0.880824753570685
"HPX",0.271211941991612,0.456314071743758,0.450242165195675,0.502219976408544,0.880824753570685
"ENSG00000279816",0.280675878177484,0.190636916733775,0.450194726440206,0.502242496389426,0.880824753570685
"PTPRO",0.238262211139985,2.3537720104258,0.450147027790891,0.502265141481221,0.880824753570685
"RPL7AP2",-0.265042927196968,0.281718702497689,0.450072458875468,0.502300546807167,0.880824753570685
"TUT1",0.148487377364294,3.07465391280087,0.450013046609735,0.502328758799211,0.880824753570685
"BEX1",0.30196826031183,0.255139378931784,0.449703459534149,0.50247581033741,0.88095649470142
"RAB11FIP1P1",0.175644605598728,2.8334736840502,0.449668371137445,0.502492481692121,0.88095649470142
"CELF2-AS2",-0.317320218846829,1.29816760676138,0.449426553536895,0.502607400791134,0.881029891270259
"WDFY3-AS2",0.181456747686137,1.7971911488537,0.449391364305658,0.502624127521904,0.881029891270259
"ILF2",-0.110302252910605,6.61722521144206,0.449275477085829,0.502679219673982,0.881029891270259
"RBMS2",0.154969449657273,5.27297758586783,0.449076408718692,0.502773879731244,0.881029891270259
"PFN4",0.264909440878749,0.331068280853026,0.448995784289142,0.502812226532701,0.881029891270259
"FBXL4",0.109824247649425,6.53921911911763,0.448990027003379,0.502814965018807,0.881029891270259
"TAF1A-AS1",0.298695075269106,-0.0284874477472524,0.448928055619543,0.502844443675016,0.881029891270259
"ZNF76",0.111343481367261,4.93690066262603,0.44875892329366,0.502924911840306,0.881033595758561
"EIF2A",-0.106611922649841,7.10034791590186,0.448698527874868,0.502953651519932,0.881033595758561
"LRR1",0.172350582587834,2.41419388962646,0.448528341361875,0.503034651311485,0.881033595758561
"MYCN",-0.264959570731309,0.393980110762631,0.448470076357133,0.503062387491405,0.881033595758561
"ST6GALNAC6",0.139929577081923,5.63850129474214,0.448296780392571,0.503144897858107,0.881033595758561
"ANTXR2",0.119110641946236,6.10995735965909,0.448278231312585,0.503153730888551,0.881033595758561
"EBP",0.138119841273606,4.1989136246127,0.448272088151233,0.503156656306604,0.881033595758561
"TRMT13",0.120406223444707,4.42742966377709,0.448114892525773,0.503231523882596,0.881087115677178
"MRPS18C",0.146402121322831,3.2993436003521,0.447697094378114,0.503430601119598,0.881358080551635
"DPY19L1",-0.133054979269973,4.27097619669471,0.447109006725977,0.503711047829964,0.881771439067188
"HTRA1",-0.15642108921943,6.57688625179205,0.446842895966988,0.503838038212877,0.88178552601605
"NAP1L5",-0.173957315172728,2.48370560459923,0.446732197764792,0.503890880477521,0.88178552601605
"GORAB",0.132977881611576,3.83810952441495,0.446542548042757,0.503981432608741,0.88178552601605
"THBS2",0.213099929100869,5.49511349032551,0.446513141650019,0.50399547578208,0.88178552601605
"ZNF517",-0.137943494500201,3.44701262060568,0.446445485392438,0.504027787914155,0.88178552601605
"RN7SL138P",0.339160864010587,0.104229595360275,0.446272862969352,0.504110247164308,0.88178552601605
"HIST1H3H",0.294787740674824,2.73661248807433,0.446120776825143,0.504182915643903,0.88178552601605
"CD86",0.205669710992005,3.40299978528398,0.446106180557916,0.504189890847491,0.88178552601605
"PLPP5",-0.134193616469019,6.22144688513929,0.446102037415422,0.504191870785295,0.88178552601605
"AL683813.1",-0.210554118363365,1.78480516377118,0.446094544176326,0.504195451711436,0.88178552601605
"TOMM40",-0.152300221143669,3.60600536787538,0.446070780807393,0.504206808218751,0.88178552601605
"EMILIN1",0.214909688514819,4.91780477441665,0.445820795776939,0.504326302506212,0.881884949944326
"KY",-0.268418804973467,1.84373117954555,0.445722583297751,0.504373261891867,0.881884949944326
"APOBR",-0.245763585138849,1.729873500748,0.445673597637612,0.504396686726504,0.881884949944326
"HARS",-0.108623623437195,5.5777396147165,0.445483799250056,0.504487465475272,0.881966131625546
"SLC39A3",0.182508590091822,3.05643295399744,0.445331762301524,0.504560203456265,0.881982995187192
"AL445931.1",-0.254284274372711,1.22344166579741,0.445278255781304,0.504585806478272,0.881982995187192
"IDI1",-0.133541859951669,5.06383113801067,0.444636107361049,0.504893249888085,0.882442829227018
"TMEM222",-0.124165613679666,4.17986177203134,0.444542302427811,0.504938188015312,0.882443821023597
"MMACHC",-0.130819645172028,3.74848623723534,0.444435601631481,0.504989312352736,0.882455622886497
"UBL7",0.13958902329742,4.24640563897808,0.443718013616737,0.5053333660196,0.882979264048305
"Z97192.3",0.336827486637725,1.42295477358892,0.443529803632604,0.505423671383596,0.882979903815459
"ZNF277",0.115394871373324,4.91298167648724,0.443457542754761,0.505458350351013,0.882979903815459
"SH3GL1",-0.15722830654578,4.28325542482863,0.44342964270718,0.505471741050539,0.882979903815459
"RBBP8",-0.267527078061805,5.94313226223316,0.44325830781283,0.505553987008446,0.882979903815459
"NPFFR1",0.457525807337331,0.0181230191952486,0.443237120696935,0.505564159061989,0.882979903815459
"CLNK",-0.250519228275506,1.74993981039293,0.443162228805662,0.505600117892722,0.882979903815459
"AC112694.1",0.298059705255978,0.264524812905103,0.442877373141805,0.505736929465713,0.883117093871592
"MMP14",0.155953500759737,6.75864796471312,0.442813775896731,0.50576748286391,0.883117093871592
"CDYL",0.112140398174346,4.98776917919567,0.442552276475627,0.505893145733022,0.883258966055513
"WDR18",0.149165624049818,3.39650326161838,0.442421931367313,0.505955802739492,0.883260412898468
"MET",-0.155439378258707,5.81545822298671,0.442334656044096,0.505997763504929,0.883260412898468
"PCNX4",-0.0976289289391203,6.24745443207684,0.442261739593603,0.506032825301653,0.883260412898468
"DUSP16",-0.116506465032274,6.17079950696108,0.442065092487994,0.50612740363546,0.883260412898468
"UHMK1",0.116802916768739,7.27816276054891,0.441983874662034,0.506166474576076,0.883260412898468
"DIMT1",0.113467525135014,5.07613099424363,0.441981743582613,0.50616749983053,0.883260412898468
"CMTM1",-0.284634285023341,0.132971900798584,0.44190409957468,0.506204856507278,0.883260412898468
"ZFYVE28",0.13577158838222,3.83007928239787,0.441668585189275,0.506318197935833,0.883264714057552
"UNC5B",-0.174458407069244,3.7038910129027,0.441560921736922,0.506370025542789,0.883264714057552
"CLDN18",0.311901766098737,1.00160113885113,0.441443246101436,0.506426683287228,0.883264714057552
"TRIM72",0.377536759382799,-0.12011038520819,0.441394451164125,0.506450179967565,0.883264714057552
"P4HTM",0.119182433068336,5.21466507430595,0.441199905969109,0.506543879740418,0.883264714057552
"HIST1H1C",0.160534507157401,6.51778684570851,0.44107799633634,0.506602610860162,0.883264714057552
"ZNF204P",-0.130397868566505,4.36795536809017,0.440989450053287,0.506645276203655,0.883264714057552
"ZNF280C",0.148664309516318,2.89748940332513,0.440901921302679,0.50668745732375,0.883264714057552
"SHANK2-AS3",-0.325789545072133,0.22577145741666,0.440798354413033,0.506737375202158,0.883264714057552
"AC012358.2",0.22291541783746,1.25408270785778,0.440783407729874,0.506744580004484,0.883264714057552
"PIGT",-0.15679019064928,5.2887213463735,0.440612866694817,0.506826798962984,0.883264714057552
"RAB13",-0.140127161053676,3.54793418025268,0.440562149048141,0.506851254697352,0.883264714057552
"PRKAR1B",-0.129019117726056,3.37650800154967,0.440530149990412,0.506866685487677,0.883264714057552
"AL162390.1",-0.219411809467645,1.43296113286016,0.440477448448995,0.506892101321947,0.883264714057552
"HIST1H2BG",0.195439473444642,4.40233695648495,0.440401118076434,0.506928916274893,0.883264714057552
"NBAT1",-0.419135205345106,0.605718172671131,0.440295551289065,0.506979839836068,0.883264714057552
"ERP44",-0.130095658369557,5.75346438066382,0.440277227135248,0.506988679981094,0.883264714057552
"ZFYVE16",0.115760067278611,6.49570883884006,0.440239800656501,0.507006736508498,0.883264714057552
"HDC",0.388030564307791,2.0740571774362,0.439764417683239,0.507236182823294,0.883565982229144
"MYRF",-0.163844912890991,2.58347149389707,0.439572579288553,0.507328825293049,0.883565982229144
"CEBPZ",-0.119986380772121,5.81519505611873,0.439410346672028,0.5074071932745,0.883565982229144
"ENSG00000262222",0.21191879633054,0.948952435943487,0.439359004974762,0.507431998699051,0.883565982229144
"HYPK",-0.158810034370877,2.20264070448962,0.439297817589088,0.507461563731945,0.883565982229144
"UBR1",-0.0951196561934804,6.70482366995696,0.439255458750516,0.507482032765892,0.883565982229144
"C16orf72",-0.0907262705958877,6.98094084457846,0.43915660173493,0.507529808903536,0.883565982229144
"GSTCD",0.136418123837386,3.60405352421048,0.439029667590573,0.507591165652636,0.883565982229144
"HSBP1",0.10968888331548,6.09377497440149,0.438895790615854,0.50765589222186,0.883565982229144
"HNRNPA1L2",0.234151670592842,1.31913748231447,0.438891501449419,0.507657966174208,0.883565982229144
"GALNS",0.129759243434518,4.18088251802632,0.438803032097358,0.507700747253911,0.883565982229144
"EEF1D",-0.161758114573707,6.60456812278388,0.438778122506751,0.507712793891525,0.883565982229144
"TRIO",0.0970570511829313,6.7767209687976,0.4385652158838,0.507815778685685,0.883667880523309
"TNIP1",-0.147810852174233,6.30658070097221,0.438411110163507,0.507890343406476,0.883720310557129
"WDR41",0.0963705378283013,5.51061024515298,0.43824299321926,0.507971709021025,0.883725526845707
"CCDC163",-0.19048620206499,1.89350590988444,0.438221296403853,0.507982211529572,0.883725526845707
"ZNF45",0.120860736959023,4.53084433068043,0.437929550696982,0.508123469588329,0.883776258854258
"ADAM23",0.247583732961988,2.45016099253109,0.437746835562752,0.508211971451409,0.883776258854258
"ENSG00000187695",-0.24358923927632,0.755043069317667,0.437669391822446,0.508249490945915,0.883776258854258
"RRAGA",0.116486909566996,4.51455239523662,0.437665222350358,0.508251511082971,0.883776258854258
"SLC26A5",0.276466309884349,0.623314200663472,0.437634103780098,0.508266588674897,0.883776258854258
"RITA1",-0.147763827484844,3.67788792318901,0.437586714477847,0.508289551254007,0.883776258854258
"PSMC5",-0.148084228340102,4.51161584021356,0.437518852752952,0.508322436898323,0.883776258854258
"ZNF808",0.116734908288753,5.20141121527312,0.437321782013981,0.508417957736338,0.883865064987787
"TECR",-0.168665293644581,4.39193400824635,0.437103729755979,0.508523684442657,0.883971596555857
"GIT2",0.130639811189777,5.1918744031921,0.436921262407775,0.508612186271241,0.884048169949523
"RXRG",-0.256261345593974,1.08191417954469,0.436767350303612,0.508686858646829,0.88410069429067
"UBE2K",-0.12778411328952,5.68338213819934,0.436569281169938,0.508782982176802,0.884190488424698
"MUTYH",-0.119534096547345,3.6017318732433,0.436238504907237,0.508943578723703,0.884364473454419
"KLF3-AS1",-0.214148256895,3.08492081182471,0.436007644078149,0.509055716739454,0.884364473454419
"AC091729.3",0.193937067471896,1.81046268742647,0.435895191669385,0.509110354656547,0.884364473454419
"BRCC3",-0.121266692104793,4.2343741153154,0.435863662808378,0.509125675587209,0.884364473454419
"GK3P",-0.282269855419551,0.403752798147796,0.435825203226543,0.509144365464765,0.884364473454419
"TBC1D7",0.154866020633071,2.98139601103343,0.43564422382936,0.509232330389495,0.884364473454419
"RALBP1",-0.0963847669221675,5.86001457897167,0.435533569869115,0.509286126602072,0.884364473454419
"AP002748.3",-0.19143192760081,1.41990111502521,0.435462971884128,0.509320454080777,0.884364473454419
"DSCAM",0.608368512193569,-0.113909346159297,0.435417004022618,0.509342807585263,0.884364473454419
"FAM129C",0.486481079217404,3.10934292332113,0.435285688593748,0.5094066737055,0.884364473454419
"AL109613.1",-0.198295258654135,1.92544066803232,0.435267268296052,0.509415633643914,0.884364473454419
"LRCH2",0.184893729408152,2.23561631687983,0.435219626619176,0.509438808608049,0.884364473454419
"AC008026.3",0.308097475937811,0.418244312770436,0.435121406534314,0.509486592834839,0.884364473454419
"LINC02432",-0.373561201512388,-0.0151017007710643,0.435017278423214,0.509537259778686,0.884364473454419
"ITGB6",-0.41066643861023,3.97321392136444,0.434990881071933,0.509550105657391,0.884364473454419
"C15orf39",-0.237795700532282,4.1603452965995,0.4348264380912,0.509630141987299,0.884425902145926
"AC233300.1",-0.225091438380421,1.16840335496901,0.434735442200232,0.509674440089223,0.884425902145926
"USP4",-0.116993589471088,5.07018144127075,0.434508988795475,0.509784709727502,0.884432770883637
"NDST2",-0.203302000694892,1.41174986605842,0.434396222105963,0.509839635922005,0.884432770883637
"RPS6KA6",0.15688133407199,3.83537174954529,0.434220957058422,0.509925024004791,0.884432770883637
"AL390754.1",-0.312119661776551,0.345651527433604,0.434219851981894,0.50992556246987,0.884432770883637
"AC008267.2",0.164344952620252,2.20955262715495,0.434182036104964,0.509943989414174,0.884432770883637
"YWHAH",-0.113614048864814,5.67993026477832,0.433972755098164,0.510045988808246,0.884432770883637
"IMMP2L",0.111729766001986,4.096666436392,0.433906521875196,0.510078276908893,0.884432770883637
"ZC3H6",-0.129361199887128,5.89281181449359,0.433738773326724,0.510160068628357,0.884432770883637
"TKT",0.11751923419953,6.38358560914006,0.433639312504358,0.510208574968571,0.884432770883637
"BLOC1S6",-0.126476599511642,6.3977133988565,0.433609656916008,0.510223039332879,0.884432770883637
"LRRC32",-0.204545079428563,3.91743800710523,0.433538342039981,0.510257825708719,0.884432770883637
"AL360182.1",-0.242302092357969,0.375902463712665,0.433493770395771,0.510279569201675,0.884432770883637
"CLSTN1",-0.164975051821095,6.86846973081671,0.43346732746835,0.510292469676226,0.884432770883637
"ZNF841",-0.130190948770359,5.11659993825133,0.433417900253749,0.510316584802042,0.884432770883637
"ATP1B1",-0.207565842222205,7.86769202772006,0.433201548727546,0.510422164108433,0.884432770883637
"BCAT2",-0.128365021221102,4.30161235330344,0.433172422178234,0.510436380718208,0.884432770883637
"SNX25",-0.11351067384689,4.58176010066104,0.433101487262926,0.510471006772592,0.884432770883637
"NAA50",-0.111242679863992,7.26860432785326,0.433079287763977,0.510481844034848,0.884432770883637
"RNF130",-0.10519437458827,6.89470830281398,0.432743654230011,0.510645740785789,0.884432770883637
"FNBP4",0.0963248445100226,6.45168083633437,0.432737361423676,0.510648814562032,0.884432770883637
"AC009403.1",0.218789135429834,1.09060073314687,0.432633232658475,0.510699681816553,0.884432770883637
"HBP1",0.101701445932984,6.8401572163162,0.432632080892525,0.510700244507158,0.884432770883637
"SIK3",-0.138451144654594,5.45928754778498,0.432630076197871,0.510701223895197,0.884432770883637
"AC124944.3",0.244521062302196,0.68810845820432,0.432533218852772,0.510748547156982,0.884436262541591
"SMG6",-0.10364891584832,5.38238995008212,0.432443924840852,0.510792181795691,0.884436262541591
"COA5",0.135969908203957,4.95941612904603,0.432254005369666,0.510885009789568,0.884519985609378
"DNAH12",0.262470234943919,0.92987060752307,0.432105739838679,0.510957498659566,0.884525876713858
"EGOT",0.232731992632,1.96371074985859,0.432044943786252,0.510987227757904,0.884525876713858
"AC010425.1",0.392514821600813,0.651514657716983,0.431974172547257,0.51102183846753,0.884525876713858
"ZNHIT3",0.107775012615919,4.39367241136552,0.431783150241253,0.511115278293279,0.884610621764575
"IL1RL2",-0.220875071439787,1.53598150394834,0.431658827598582,0.511176107436195,0.884638916175692
"DEDD2",0.133343871148944,4.3838045754357,0.431484954598409,0.511261201839236,0.884709195351843
"RPA4",-0.230023550108118,0.575286559220598,0.431135368497158,0.511432365504956,0.884927790105189
"GNA12",0.151758765565454,4.42715633213326,0.431045228353486,0.511476515851727,0.884927790105189
"LSM2",0.137332980621734,3.20999108091033,0.430831905123888,0.511581027192208,0.885031616979701
"RP2",0.126831087976461,3.97812071856568,0.430416414874225,0.511784690538519,0.885181318271268
"AL121753.2",0.18425705582874,1.51857286474287,0.430260698109537,0.511861055384553,0.885181318271268
"EPB41L4A",-0.125286436673395,4.5709229792862,0.430169285728244,0.511905894013078,0.885181318271268
"SBF1P1",-0.437907505124382,0.631926263116101,0.430165048297059,0.51190797267797,0.885181318271268
"JMJD1C-AS1",-0.204236854121826,1.30269694113497,0.429941251984816,0.512017776403368,0.885181318271268
"ZNF503",-0.148556703720005,2.92004662563975,0.429664176092716,0.512153777923718,0.885181318271268
"PIP5KL1",-0.190326156423188,1.95024237109145,0.429571996733706,0.512199037667409,0.885181318271268
"RTF1",-0.0977425412616693,5.29796467219017,0.429527500869681,0.51222088746574,0.885181318271268
"NAA35",0.103829871363754,5.0854180088999,0.429519130393595,0.512224997988442,0.885181318271268
"MAML3",-0.131949034904605,5.13506922053525,0.429466909065633,0.512250643814858,0.885181318271268
"PHACTR2P1",-0.228416792691423,0.99700723807253,0.429377779014857,0.512294420616059,0.885181318271268
"TXN2",0.151772365713501,4.16298214331424,0.42918697710655,0.512388156044517,0.885181318271268
"CAPN7",-0.100947896461472,6.36154802682838,0.429169199719803,0.51239689107406,0.885181318271268
"ZNF891",-0.133826443337078,4.47874088250241,0.429102669865417,0.512429583226365,0.885181318271268
"ZNF347",0.111971802047142,4.85951498698999,0.429085094662776,0.512438220122421,0.885181318271268
"ANAPC1",0.105553924763831,4.31253135788718,0.429054585444141,0.512453213719121,0.885181318271268
"KLHL42",-0.107852113046185,5.00854034498936,0.428537250550844,0.512707571303875,0.885181318271268
"PC",-0.215256612162179,6.42524354379287,0.428536655708619,0.512707863895641,0.885181318271268
"RPAIN",-0.111810177319525,5.09441605459763,0.428421286366831,0.51276461740214,0.885181318271268
"SPRY1",-0.149156368570681,5.4563446554033,0.428262591190997,0.512842701972305,0.885181318271268
"AL139393.2",0.285208068135176,0.347754159847003,0.428180626276149,0.51288304018284,0.885181318271268
"CELSR3",-0.274009665829588,1.62120209274338,0.428127943686544,0.512908970301937,0.885181318271268
"UBA3",0.109977766805774,6.11798044421333,0.4280793649736,0.512932882531726,0.885181318271268
"PRRC2B",-0.133130198786989,7.20641445813044,0.428072830069672,0.512936099399724,0.885181318271268
"LRFN1",-0.265698264638393,0.204736395132585,0.428037947467928,0.512953271282083,0.885181318271268
"TMEM47",-0.142490060629071,6.45365065599552,0.427901141537212,0.513020627261361,0.885181318271268
"SND1-IT1",-0.232681198348007,2.03752033820022,0.427802960877123,0.513068975684322,0.885181318271268
"C4orf47",-0.265064732405369,0.394387963318199,0.427709633364461,0.513114941550933,0.885181318271268
"NEGR1",0.205137659817322,5.03194052904964,0.42764017376475,0.513149156589518,0.885181318271268
"GREB1L",-0.182219918326278,3.11711598885501,0.427609628017446,0.51316420434619,0.885181318271268
"ADAMTS19",0.378279173661863,1.85095228680585,0.427466477349714,0.513234734909111,0.885181318271268
"PEMT",-0.143873292869591,3.28211277935468,0.427452032455893,0.513241852867744,0.885181318271268
"ZNF714",0.154127352163875,3.88812944037199,0.427451311737819,0.513242208017906,0.885181318271268
"CTSH",0.130944272925154,6.81567359169652,0.427410134806873,0.513262499593486,0.885181318271268
"RABIF",0.161183528068614,2.49320535534818,0.427376931767897,0.513278862731794,0.885181318271268
"RIPK2",-0.145047182413579,3.52685374800001,0.427350008676383,0.513292131649367,0.885181318271268
